countyTract,Offender Density,% under 18,% bachelor's,% female-headed HH,% household sizes > 4,median income,% w/o health ins.,poverty rate,% receiving food stamps
16530208,0.000780336,0.217004049,0.150364964,0.102040816,0.091286307,95750,0.026315789,0.042918455,0.017689906
16530205,0.000602864,0.207504859,0.122414521,0.299124901,0.055555556,58698,0.048830272,0.07630339,0.014867485
16530207,0.001035197,0.191179254,0.1,0.168077388,0.056291391,65093,0.076997113,0.082401656,0.003014643
16530002,0.002912268,0.208628006,0.1317139,0.447033898,0.057982526,35119,0.235154394,0.210984848,0.038102644
197470100,0,0.265060241,0.178755895,0.233905579,0.099765258,30680,0.264615385,0.189308485,0.022576361
197470200,0.000569801,0.250424448,0.220338983,0.230620155,0.092161017,33258,0.147931467,0.226406926,0.033408834
16530102,0.001279181,0.276009189,0.17739521,0.325581395,0.107834878,60595,0.148259705,0.038055644,0.011904762
16530308,0,0.232729445,0.14807219,0.259152216,0.066137566,68690,0.065958389,0.052731142,0
16530211,0.001477105,0.218006209,0.294501905,0.186643836,0.054292003,45032,0.184920377,0.091479821,0.018039687
16530210,0,0.339534884,0.218527991,0.397670549,0.115843271,90375,0.023340249,0.121997472,0.030800821
16530307,0,0.272727273,0.234166667,0,0,0,0,0,0
133950300,0.000675128,0.252447192,0.289244186,0.133603239,0.077220077,45179,0.094369135,0.083389375,0.017834395
133950100,0.002444988,0.123488552,0.092592593,0.141509434,0.059670782,31466,0.201030928,0.170490328,0.017568517
133950400,0.00275672,0.241191067,0.222548758,0.092933204,0.085490668,30000,0.201371254,0.272192136,0.091458806
133950200,0.002804612,0.276888889,0.151305684,0.630136986,0.098305085,22490,0.228244561,0.367325881,0.002624672
89960100,0.002896452,0.242711864,0.164361702,0.220985692,0.103885135,45400,0.065393331,0.165951831,0.003070624
89960200,0.00323167,0.231012658,0.215755855,0.153733529,0.083740405,43947,0.162034112,0.140967839,0.020725389
89960300,0.003243243,0.177245831,0.16749844,0.170616114,0.064516129,39679,0.075331565,0.160295104,0.017021277
1370200,0.000443853,0.25436409,0.257894737,0.103574702,0.116224189,44599,0.161754467,0.175100761,0.011070111
1370100,0.000846919,0.254001524,0.104609011,0.088283828,0.097249509,42974,0.10683112,0.109907426,0.024987987
1370300,0.001945273,0.239380531,0.108488197,0.370934959,0.093548387,27010,0.20498615,0.246376812,0.026315789
1370400,0.000749738,0.249825784,0.118060436,0.190684134,0.097137901,40962,0.144420131,0.175432526,0.025305778
179380100,0,0.218770438,0.125928678,0.226190476,0.067503925,30784,0.196623945,0.261449077,0.024390244
179380200,0.000848896,0.237218252,0.120992136,0.253968254,0.082446809,34080,0.131555556,0.170795686,0.009956441
87960100,0.001448226,0.194832402,0.178459394,0.115254237,0.052969502,40769,0.097014925,0.143624161,0.003070624
87960200,0.00319052,0.191930836,0.296435272,0.11827957,0.063389392,39435,0.191881919,0.135025967,0.020725389
87960300,0.000540541,0.205730659,0.132275132,0.141955836,0.065128901,40820,0.137400228,0.152885187,0.017021277
135385300,0.00311174,0.321098266,0.327185245,0.035714286,0.163230241,53955,0.278717201,0.077406455,0.023360288
135385100,0.002007025,0.24638404,0.581818182,0.087184874,0.101355713,58032,0.115106234,0.105303223,0.066921606
135385400,0.001318218,0.183131287,0.409153953,0.121908127,0.096101541,42250,0.110619469,0.130659253,0.019250253
135385200,0.002888782,0.262206573,0.107890499,0.40199005,0.101981352,34939,0.098044196,0.138180067,0.007198228
33960100,0.001086169,0.231225296,0.228122663,0.038834951,0.080152672,48500,0.17016129,0.101801096,0.003070624
33960200,0.000807918,0.229111531,0.303647416,0.1265625,0.08120438,50395,0.105950653,0.077742279,0.020725389
33960300,0.008108108,0.242961165,0.382494005,0.279661017,0.085996514,34049,0.105396504,0.183927699,0.017021277
75960100,0.001448226,0.215909091,0.567326733,0.190553746,0.079652997,33725,0.120225423,0.12302228,0.003070624
75960200,0.001016673,0.269087026,0.371263036,0.284934498,0.119487909,36918,0.172886297,0.172325976,0.020725389
39870100,0.002210508,0.246952835,0.60472879,0.040905771,0.102941176,35081,0.25591246,0.178089216,0.006575015
39870200,0.005756857,0.230707717,0.254836759,0.516158818,0.08,30342,0.155201342,0.199663016,0.072793449
39870300,0.001940805,0.227779452,0.386897085,0.092485549,0.081042988,33486,0.172782875,0.149711509,0.057770075
55450102,0.002897667,0.264587037,0.453766075,0.238738739,0.111157718,41429,0.124865115,0.146086685,0.058501684
55450302,0.003447483,0.262080975,0.369290919,0.405360134,0.096102509,31180,0.123833544,0.222994012,0.058377116
55450200,0.003394762,0.229655991,0.357618836,0.070072993,0.096527369,35211,0.138105568,0.144306931,0.024242424
55450400,0.003489327,0.240382775,0.251758087,0.145933014,0.10053948,33861,0.199807692,0.114404145,0.018324607
55450101,0.005801688,0.218340611,0.486252167,0.112195122,0.094362745,45121,0.127371274,0.074894515,0.040682415
55450301,0.002816901,0.201325601,0.317255435,0.308357349,0.062745098,33704,0.158623137,0.201760563,0
15460700,0,0.113434952,0.153138075,0,0.038011696,41628,0.114213198,0.164212911,0.008221226
15460100,0,0.22547493,0.107142857,0.283893395,0.083841463,40333,0.107333521,0.175554224,0.045416667
15460200,0,0.241281427,0.250316857,0.191986644,0.083923155,28787,0.176657404,0.273537389,0.021727019
15460300,0.001792115,0.190726359,0.257104914,0.305357143,0.066249348,31996,0.095742001,0.171632289,0.053500661
15460400,0,0.141912737,0.196239718,0.043956044,0.055347092,34126,0.138454462,0.154425612,0.028525296
15460800,0,0.163896702,0.232451093,0.153333333,0.065108514,29738,0.116309462,0.170666014,0.007164179
155470500,0.000718907,0.231663974,0.208692169,0.142635659,0.07752545,44967,0.14497789,0.1146875,0.043395022
155470100,0.000611496,0.223389676,0.217693599,0.146171694,0.078740157,33946,0.157583439,0.185948675,0.022576361
155470600,0.001882149,0.289448518,0.327090301,0.22496749,0.106577852,32964,0.128371791,0.350593668,0.023727138
155470200,0.00317965,0.300581234,0.364425163,0.671559633,0.103030303,16983,0.116557083,0.436197545,0.033408834
155470300,0.004281822,0.288518155,0.326964362,0.619234544,0.085526316,38679,0.077222583,0.376098901,0.020858164
155470400,0.006308283,0.297035881,0.39234723,0.46025878,0.125585023,20409,0.228796844,0.408739366,0.0152207
109470200,0.005698006,0.241937556,0.563084112,0.215097772,0.092083471,41713,0.121437908,0.177855711,0.033408834
109470300,0.002571639,0.297887971,0.449259462,0.109399076,0.15012987,39891,0.19964539,0.168471954,0.020858164
109470500,0.003594536,0.242212993,0.241812865,0.261811024,0.093597903,36752,0.140509449,0.140444281,0.043395022
109470400,0.003291278,0.275168792,0.456815115,0.215778474,0.117902208,38260,0.161756531,0.195098576,0.0152207
129470200,0.001709402,0.276243094,0.267028126,0.297833935,0.095588235,33720,0.122685185,0.144954998,0.033408834
129470100,0,0.218575419,0.2726979,0.48409894,0.078947368,34545,0.153895686,0.177150193,0.022576361
109470100,0.001222992,0.25925036,0.201994302,0.156530409,0.116810878,45771,0.173305197,0.085673146,0.022576361
109470602,0.003907638,0.263485477,0.176616915,0.309178744,0.110512129,21927,0.182057057,0.296421846,0.018298262
109470601,0.005787516,0.275429727,0.211204314,0.356164384,0.109209864,31108,0.16490228,0.182914155,0.01959799
105960100,0.015206372,0.24784689,0.346685742,0.080917874,0.104082269,41466,0.204423122,0.143389423,0.003070624
105960298,0.003719877,0.244176441,0.310068966,0.110863095,0.104810997,39488,0.161195067,0.136543536,0.038151759
105960300,0.008648649,0.237622378,0.516766467,0.169823232,0.092216894,49457,0.092025406,0.100640569,0.017021277
105960400,0.003537415,0.236958214,0.429539295,0.356192426,0.063057704,34190,0.188303173,0.226330252,0.009657594
105960500,0.005412956,0.242306266,0.133126935,0.314662273,0.075414124,28153,0.198354833,0.181280788,0.010250569
105960600,0.005424378,0.302037387,0.263912029,0.306466729,0.101722282,32500,0.201893439,0.239073943,0.028744327
17950100,0,0.232359838,0.358980642,0.078014184,0.098724348,45258,0.10608049,0.124065112,0.017568517
17950200,0.003203661,0.248426991,0.380921689,0.091219096,0.099278979,28776,0.13601906,0.281996128,0.002624672
17950300,0,0.222657525,0.153936087,0.195071869,0.087832393,32640,0.154442649,0.174840764,0.017834395
49960400,0.002651348,0.241866726,0.110385925,0.189386056,0.098707403,52264,0.097332709,0.095017381,0.009657594
49960300,0.003662109,0.223551058,0.518462698,0.306230201,0.091710758,57230,0.085728444,0.088004058,0.017021277
49960200,0.002423753,0.242746036,0.114919355,0.06774394,0.096711799,53816,0.10801444,0.05160451,0.020725389
49960100,0.00214676,0.270563595,0.108380592,0.219710669,0.103413143,47003,0.227777778,0.110142631,0.003070624
111970100,0.00104712,0.213489736,0.103286385,0.162534435,0.089285714,42786,0.105463044,0.137965426,0.018348624
111970200,0.001935734,0.282740676,0.093457944,0.099099099,0.100327154,34679,0.244672131,0.285327139,0.037834312
111970300,0.000660066,0.224520496,0.584397163,0.112781955,0.095332671,44219,0.055367709,0.062232779,0.017199017
111970400,0.002171553,0.227668845,0.44,0.090032154,0.064599483,42283,0.111744584,0.148750726,0.062439024
212500,0.004930966,0.249023861,0.311195446,0.42962963,0.097374179,33299,0.188961646,0.137587238,0.011376564
212900,0.005315822,0.236615385,0.091644205,0.105345912,0.104972376,40880,0.199937028,0.096834848,0
212100,0.003952569,0.26426548,0.106705119,0.443243243,0.125282167,41635,0.208874459,0.14797239,0.045084996
211600,0.003030303,0.224621212,0.145687646,0.31027668,0.072310406,41786,0.145634769,0.10530303,0.036605657
21100,0.00034118,0.242727441,0.105532787,0.250323415,0.086158192,64400,0.109605911,0.099566349,0.008805031
21500,0.003030303,0.245673566,0.058118081,0.206959707,0.102005231,43125,0.143735588,0.156169429,0.051011434
21400,0.00163475,0.296358543,0.063893016,0.283653846,0.149847095,30577,0.19403794,0.27345679,0.032926182
211500,0.002321981,0.274622975,0.045774648,0.310984308,0.117589893,38669,0.175549188,0.157986786,0.013761468
211200,0.003194038,0.21598063,0.379838367,0.492217899,0.077738516,23510,0.191947049,0.30928382,0.045180723
211700,0.005545287,0.240727943,0.432231712,0.17826087,0.082474227,42798,0.144985104,0.098433481,0.075615973
21900,0.002444241,0.248253968,0.069877883,0.099670511,0.086577869,41451,0.079555556,0.113560034,0.017399267
169470400,0.006582556,0.290978954,0.103300733,0.246259604,0.106778087,44659,0.099595813,0.171966527,0.0152207
169470500,0.003594536,0.257386166,0.11981402,0.101680672,0.102417582,44650,0.207350521,0.117915072,0.043395022
169470102,0.002453756,0.259100029,0.294889503,0.135278515,0.110703812,32250,0.103405573,0.257965686,0.01460886
169470287,0.001113896,0.283508499,0.498089172,0.217171717,0.094259622,48935,0.181908832,0.110971874,0.017578125
169470286,0.002202643,0.283388391,0.160285529,0.08875129,0.129136924,56954,0.118610562,0.116464758,0
169470101,0.002112676,0.250934682,0.236142749,0.196222455,0.101610217,36250,0.116989365,0.123943662,0.035453011
169470390,0,0.441576087,0.306221461,0.104986877,0.351032448,32020,0,0.177942013,0
169470389,0,0.103092784,0.190625,0.201369863,0.133004926,40000,0.023335621,0.042053523,0
169470600,0,0.147644759,0.283387622,0.113636364,0.154065621,55176,0.032033964,0.152793193,0.023727138
1950100,0.000698568,0.275118359,0.436059362,0.186157518,0.109203297,40027,0.185028249,0.158595299,0.017568517
1950200,0.004576659,0.239483273,0.292380137,0.228128461,0.084219133,40662,0.193109987,0.148783531,0.002624672
1950300,0.001485282,0.163673331,0.449878411,0.258426966,0.064121037,20585,0.177289377,0.425111536,0.017834395
1950400,0.002853881,0.250513875,0.655148583,0.152542373,0.068326578,41107,0.113613861,0.135680867,0.091458806
1950500,0.00866242,0.191976268,0.534320988,0.179560649,0.065173797,30252,0.112247924,0.265349101,0
1951000,0,0.005025126,0.400522193,0,0.027027027,8036,0.037904893,1,0.02661462
1950900,0.001381852,0.163812033,0.326320939,0.379562044,0.079646018,19722,0.186246418,0.510363888,0.021377672
6380100,0.002190581,0.15988764,0,0.196268657,0.100317749,42311,0.103058158,0.109673138,0.019892884
6380200,0.002649709,0.222194389,0,0.095360825,0.085574572,45425,0.127012522,0.071010638,0.032379005
212200,0.00159907,0.229286087,0,0.075376884,0.094101124,75587,0.031387665,0.011318619,0
21300,0.003475239,0.26933576,0,0.288095238,0.107282694,47188,0.181200118,0.09648855,0.152431012
212300,0.00228833,0.248293515,0,0.096551724,0.111864407,44091,0.172313297,0.103421156,0.050359712
21600,0.002268603,0.145802651,0.106810387,0.247524752,0.075092937,52449,0.097005614,0.114790997,0.043010753
211100,0.005050505,0.244360902,0.249814402,0.630357143,0.095034247,28175,0.183249183,0.261726717,0.016333938
211000,0.011391094,0.295361528,0.209437086,0.567502987,0.148876404,27935,0.138357257,0.413205538,0.132958801
212400,0.003884573,0.238933602,0.201219512,0.527027027,0.106918239,35938,0.155454545,0.195338513,0.043250328
183311732,0.000139179,0.306307544,0.279299014,0.063716814,0.146147404,72109,0.065339316,0.011134308,0.012285012
183311722,0.003160643,0.301787875,0.136589919,0.128279883,0.13968254,75197,0.169114502,0.071732857,0.02246732
183311312,0.001049318,0.261355695,0.245857591,0.144927536,0.130160272,77069,0.041846048,0.020286814,0
183311712,0.001290323,0.248968064,0.094840116,0.084014002,0.09164859,61678,0.100507369,0.045572242,0
183311322,0.000167701,0.294849637,0.192175704,0.04792519,0.149508536,87444,0.057308097,0.04276371,0.012098895
183311132,0.001138952,0.284885408,0.089869925,0.045592705,0.148841355,113458,0.031880667,0.014236902,0.007359706
183311122,0.000681477,0.281411487,0.381818182,0.193752471,0.101275917,79167,0.02460182,0.090909091,0.013524264
183311221,0.000759494,0.230518599,0.176579926,0.238875878,0.106104651,75682,0.099037139,0.089961881,0.007638889
183311211,0.000922935,0.194710442,0.299407115,0.150924025,0.054391218,73493,0.056927298,0.036351007,0.021658743
183311331,0.002115954,0.234722522,0.175377155,0.239399293,0.114149822,77333,0.082007073,0.045493017,0.003754693
35960100,0,0.261266094,0.226539963,0.196123147,0.114540466,28228,0.148641449,0.202991453,0.003070624
35960200,0.00095057,0.213243989,0.120633025,0.357563851,0.065395095,28851,0.192766132,0.186056279,0.020725389
21702,0.001640112,0.200444939,0.146250582,0.226415094,0.054166667,35963,0.126396648,0.127862595,0.023647112
21701,0.000653168,0.135531963,0.185766423,0.035242291,0.052356021,46875,0.096379878,0.058340663,0
213000,0.007675439,0.261731135,0.141068447,0.254716981,0.122858337,35524,0.234410339,0.253306392,0.045629203
183311001,0.002061856,0.218325512,0.119585113,0.328358209,0.070707071,52522,0.04386174,0.069072165,0.039882698
183310902,0.001621914,0.207426128,0.128921194,0.302371542,0.065795403,52375,0.125239006,0.085557587,0.012780961
183311114,0.002020202,0.287472527,0.153955136,0.165861514,0.143423662,83281,0.053510176,0.052702703,0.007175473
183311212,0.002001716,0.243034483,0.118195956,0.076452599,0.097338936,68571,0.101269475,0.041474654,0.006887052
183311103,0.000450045,0.241618846,0.231232877,0.107466063,0.109105824,102331,0.028179626,0.046654665,0
183311124,0.000969305,0.290077496,0.250093528,0.159340659,0.121742845,90577,0.043564356,0.019766688,0.005657093
183310400,0.003109729,0.194142655,0.075155053,0.424332344,0.057113188,40104,0.227029438,0.222567748,0.032258065
183311294,0.000723764,0.238693467,0.183923706,0.161904762,0.098511694,79128,0.060493827,0.019845111,0
183311903,0.002489331,0.213362802,0.15883143,0.188261351,0.07374027,65599,0.126430518,0.060633001,0.004743083
183310901,0.000394322,0.2081308,0.228942486,0.556492411,0.046168052,49034,0.117965819,0.206230284,0.014225941
183310903,0.00232288,0.20288791,0.113443278,0.099401198,0.068454079,68363,0.097020626,0.043437863,0.004991681
183310700,0.001338688,0.179813724,0.226523133,0.24686941,0.052969502,45553,0.158517034,0.064522162,0
183311500,0.001036807,0.24671916,0.150558843,0.169971671,0.075,41597,0.116049383,0.170554692,0.047449585
183312001,0.001323919,0.266868512,0.085851648,0.061930783,0.158227848,81167,0.018792483,0.035840708,0
183311802,0.002519315,0.225785447,0.310067788,0.074695122,0.075979422,66107,0.099604459,0.047363117,0.021369385
183311801,0.001358168,0.264620489,0.14922763,0.226415094,0.117987276,75496,0.06287008,0.027615714,0
183310100,0.005679336,0.220324509,0.098242452,0.159898477,0.097161572,52730,0.100312082,0.100575986,0.014973262
183311311,0.0020008,0.22265322,0.149122807,0.114649682,0.093561368,64836,0.096202994,0.019407763,0.02406554
183311721,0.000783085,0.265584075,0.305529522,0,0.163723917,83369,0.063384113,0.013601883,0
183311203,0.000500751,0.226894866,0.177769732,0.136585366,0.088186356,72429,0.065745672,0.025538307,0.012334802
183311391,0.000810701,0.270580861,0.207952872,0.138696255,0.115566038,74408,0.058055152,0.038984772,0.017472335
183311422,0.002632503,0.232796745,0.167565947,0.108003108,0.094746717,69185,0.066413006,0.014566515,0.008707608
183310202,0.000543626,0.235922071,0.155156951,0.249704142,0.076474401,64926,0.074966533,0.115520522,0.058898848
183310302,0.001099203,0.217948718,0.180449534,0.56,0.078740157,48418,0.068914081,0.251996695,0.050087362
183310502,0.001086248,0.165095986,0.158509631,0.380872483,0.043478261,46485,0.129681979,0.122775801,0.010433387
183310602,0.001932367,0.195783653,0.214678395,0.214015152,0.077950043,79268,0.053331002,0.035240866,0.016345348
183310802,0.002747756,0.204329004,0.129411765,0.086549708,0.074029612,52563,0.112678509,0.060816999,0.007961783
11960200,0.001830012,0.282163743,0.09430959,0.089267803,0.128072445,40568,0.151646668,0.128674699,0.020725389
11960300,0.005179856,0.253012048,0.157014157,0.099502488,0.086238532,39567,0.103376328,0.179900269,0.017021277
11960100,0.003355705,0.238446082,0.089474982,0.030729834,0.098919368,39031,0.147245092,0.156100669,0.003070624
183310501,0.002480774,0.138666667,0.182946573,0.647122693,0.099690402,34034,0.291254292,0.248032496,0.028620492
183310601,0.000858369,0.133495146,0.151738672,0.037593985,0.055975794,55294,0.074512707,0.273416351,0.043785311
183311004,0.001341982,0.205676516,0.130259984,0.365177196,0.046521554,50586,0.10122269,0.065904506,0.004739336
183311296,0.000442282,0.241566407,0.191515524,0.064195298,0.114523353,73762,0.105800464,0.007961079,0.009202454
183312204,0.001257071,0.215873675,0.212659634,0.058171745,0.100766703,84943,0.073269738,0.012602394,0
183312206,0.000943841,0.229986118,0.164542729,0.03030303,0.1197411,72864,0.122742857,0.040113261,0.005502063
183311154,0.000206143,0.33360161,0.147296457,0.141441937,0.182001343,108293,0.027158492,0.029066172,0.010387812
183311152,0,0.341258153,0.082214156,0,0.150380711,76771,0.026557712,0.018147685,0
183311151,0,0.313876267,0.130798479,0.125906394,0.122745491,91504,0.050616362,0.039334027,0.007678677
183311153,0.001174891,0.30045052,0.065842583,0.138855781,0.102098467,82500,0.093934352,0.048780488,0.002204586
183311736,0.000760688,0.317291111,0.142678348,0.028614458,0.166666667,102451,0.015112197,0.006410256,0.005002501
183312097,0.002314403,0.307576442,0.071038251,0.091743119,0.13018018,81527,0.040758009,0.018706574,0.001046572
183312193,0.00179501,0.367090646,0.088333955,0.087244898,0.168797954,81667,0.023069825,0.003231018,0
183311733,0.002857143,0.274193548,0.076599327,0.27734375,0.122146119,75461,0.046292664,0.004081633,0.024647887
183311735,0.000170619,0.334269663,0.13566894,0.116638079,0.158244002,90069,0.048070413,0.014723506,0.01405518
183311601,0.000191168,0.285764873,0.234924623,0.145384615,0.099672438,63731,0.049783174,0.06621881,0.006559031
183311602,0.002756448,0.267161057,0.117489987,0.083456425,0.117344313,66750,0.083258082,0.052222444,0.008479067
183311734,0.00026476,0.276468995,0.292906178,0.107375271,0.118506494,69125,0.11895811,0.043785311,0.012030075
183312095,0.004349177,0.28458498,0.346437346,0.145576708,0.13029316,55660,0.063335857,0.028269649,0.025884383
205450100,0.004221636,0.257446809,0.396688592,0.021798365,0.103401361,44635,0.122039135,0.078389831,0.018207283
205450300,0.00487013,0.267984624,0.204953861,0.242290749,0.074324324,32375,0.063492063,0.089519651,0.016746411
205450200,0.002667313,0.233907186,0.114057392,0.146258503,0.081374322,32523,0.117436306,0.172332016,0.024242424
183311907,0.001562771,0.307814992,0.179237167,0.154659617,0.1167979,64167,0.073248918,0.016527488,0
183311904,0,0.298204787,0.267651888,0.137319317,0.118391324,79519,0.043100511,0.075697211,0.012487992
183312195,0.00131406,0.248484848,0.080202312,0.171945701,0.087994034,47105,0.15015015,0.090329437,0.03359375
183311909,0.00075429,0.261250498,0.196105702,0.02211472,0.117086835,99020,0.010231226,0.00980577,0.006955591
183311908,0.001645413,0.2522077,0.109281961,0.118971061,0.105358765,67143,0.115589607,0.051830522,0.030612245
183312192,0.001931123,0.302725118,0.122942643,0.037861915,0.148683093,72344,0.069494585,0.091406501,0.01394052
183312194,0.000379363,0.25958602,0.167466111,0.051724138,0.121521336,80350,0.040273283,0.032245827,0.025495751
183312096,0.001344086,0.364364685,0.172983114,0.134336678,0.171867008,78105,0.027058241,0.005794862,0
183310201,0.000984737,0.257932064,0.118032787,0.123161765,0.053050398,86528,0.027512839,0,0.012515645
183310301,0.002517162,0.190970546,0.091763821,0.148190045,0.074941452,64267,0.122392849,0.0402746,0.006090808
183310801,0.001434034,0.193872885,0.105675676,0.036516854,0.062692703,64777,0.034909412,0.015296367,0
183311003,0.003495146,0.188961646,0.215148465,0.348623853,0.046649146,47426,0.142222222,0.059417476,0.090909091
183980000,0.00037037,0,0.163012393,0,0,0,0,0,0
183312205,0.000777605,0.303092458,0.156634594,0.155950752,0.107508532,64539,0.08138183,0.091951788,0.014530358
183312094,0.000513479,0.349725526,0.192766592,0.178913738,0.116185359,71051,0.037801542,0.120320165,0.038065028
183312400,0.000611746,0.20015949,0.156217617,0.280272109,0.070921986,40993,0.106147541,0.078512397,0.042407661
183312300,0.000672269,0.220954357,0.119679884,0.126656848,0.090909091,93494,0.017043592,0.009411765,0.031518625
183311145,0.002740978,0.230028195,0.121461842,0.077380952,0.098942128,91971,0.057744995,0.009821836,0
183311148,0.000910747,0.232012398,0.160206718,0.032634033,0.115360888,99476,0.0695016,0.017076503,0.026744945
183311149,0.002084574,0.254749799,0.157349896,0.139334155,0.112367491,61902,0.125170068,0.01315003,0.008227375
183311147,0.001282709,0.234959148,0.143603133,0.132762313,0.084777228,72599,0.013071895,0.005130836,0
183311150,0.002013873,0.2962729,0.120026093,0.081602374,0.125468165,73799,0.030748663,0.033340792,0
183311146,0.001433349,0.213994565,0.099685535,0.044468547,0.065803668,73262,0.057988745,0.023701221,0
151490400,0.0003641,0.242484177,0.096559378,0.165948276,0.088954057,36607,0.066449246,0.110526316,0.082155477
151490200,0.001975727,0.231445973,0.215304183,0.281368821,0.090149254,40476,0.100734771,0.144123607,0.031559406
151490100,0.000577367,0.256137238,0.064136126,0.14298725,0.097505669,49621,0.066174532,0.092352474,0.031818182
151490300,0.000268745,0.262443439,0.105985037,0.031088083,0.116296863,63929,0.03021978,0.087839693,0.056277056
225470302,0.003080569,0.369795038,0.100456621,0.044523598,0.199283154,41384,0.358761988,0.132464455,0.06088683
225470102,0.005685218,0.240918803,0.091013384,0.219512195,0.100511866,46349,0.199059845,0.144960362,0.01460886
225470202,0.00241838,0.243736317,0.15228299,0.173626374,0.094594595,34464,0.138847858,0.217991311,0.044971893
225470402,0.003214142,0.205085313,0.116905586,0.147509579,0.099459459,41333,0.178601516,0.273395394,0.005966587
225470101,0.002347418,0.256312328,0.160223988,0.034668261,0.113779302,46032,0.135478582,0.108079563,0.035453011
225470201,0.0034078,0.286133385,0.129696455,0.173648134,0.105535437,36111,0.105095541,0.185763889,0.019155206
225470401,0.00500417,0.30135171,0.089564239,0.152884615,0.1367713,38457,0.337192883,0.206946454,0.02908805
225470301,0.002813505,0.294935263,0.091716513,0.151324965,0.110539846,43323,0.168612192,0.163987138,0.060417843
203470200,0.000854701,0.243660856,0.105726872,0.193086003,0.095992083,27163,0.148944724,0.279621806,0.033408834
203470100,0.000203832,0.218390805,0.125889047,0.169871795,0.091800981,37756,0.203953279,0.151913526,0.022576361
163460300,0.000357782,0.18532754,0.140783106,0.165208941,0.128922237,46902,0.139367816,0.10982324,0.053500661
163460100,0.000995166,0.239728143,0.189215214,0.347887324,0.082844575,31550,0.235312798,0.176115802,0.045416667
163460200,0.004464286,0.214351426,0.127762803,0.073710074,0.088989442,49483,0.129683936,0.103866566,0.021727019
163460500,0.00389755,0.237771161,0.182978723,0.21460177,0.082653061,45966,0.119402985,0.131476323,0.027278776
163460400,0.005649718,0.261743144,0.190817186,0.209013209,0.09761236,45159,0.090888839,0.12494994,0.028525296
31880100,0.004528613,0.235796445,0.2267642,0.073539519,0.081238779,49410,0.083029988,0.06749405,0.015740741
31880200,0.003152766,0.245944532,0.204458109,0.082474227,0.090972708,55030,0.097592883,0.106620808,0.017870439
31880300,0.00228833,0.221107819,0.08110883,0.131605184,0.079512478,45875,0.166925638,0.072972973,0
31880400,0.001072304,0.256514186,0.094086728,0.2734108,0.089285714,40824,0.116729089,0.109196303,0.004933586
31880500,0.001869776,0.261504425,0.054410274,0.205103515,0.082230358,51829,0.129731942,0.076061648,0.013456464
31880600,0.001984783,0.226721286,0.109452736,0.136593592,0.080624736,49746,0.106893755,0.136257893,0.050759219
31881500,0.001701042,0.181128708,0.091467738,0.352094241,0.064770932,50625,0.09687787,0.112562337,0
31880700,0.000233318,0.203117836,0.160735469,0.152811736,0.064586754,58398,0.02965709,0.081194587,0.019629226
31880900,0.007692308,0.250190985,0.130635838,0.421708185,0.08747698,30446,0.200355398,0.211492418,0.035436474
31881000,0.003009027,0.135610766,0.137069292,0.54084507,0.043933054,22781,0.249463289,0.344032096,0.035532995
31881200,0.000525394,0.213331237,0.194306521,0.205529954,0.066870462,52895,0.077908765,0.077728483,0
31881400,0.006158057,0.277557494,0.099378882,0.718204489,0.098982424,16866,0.19183538,0.407890223,0.138278388
31880800,0.000451365,0.095021645,0.060619089,0.203342618,0.097802198,38662,0.131119311,0.262456833,0.086404066
31881100,0.002408809,0.19969278,0.13785558,0.16872428,0.058091286,45504,0.103682171,0.130479807,0
31881300,0.002467917,0.204730456,0.106491303,0.285296981,0.058248915,37179,0.167893697,0.184462637,0.011264535
31881600,0.001930502,0.240968208,0.147386964,0.592383639,0.082922824,30467,0.166220736,0.345650752,0.059643687
212800,0.003816794,0.230943552,0.13591218,0.112107623,0.094072866,59755,0.092777086,0.037130802,0
21200,0.001965602,0.236466591,0.14368482,0.358255452,0.076619718,63438,0.048461185,0.091062751,0.006756757
212700,0.00193299,0.247971145,0.21643934,0.374371859,0.08623298,60273,0.066760962,0.119201031,0.003528582
211800,0.005042017,0.2387336,0.131947391,0.472340426,0.076108537,34401,0.154738878,0.269472362,0.021574973
17780000,0.002774108,0.264332071,0.19004894,0.167770419,0.124168514,58736,0.090872911,0.093527081,0.013387877
17780200,0.003385136,0.237680709,0.274433657,0.287659574,0.080614923,37140,0.0720706,0.125378365,0.032379005
4720902,0.002485501,0.272266779,0.084816754,0.159879336,0.125555556,54671,0.09220679,0.129660315,0.016632017
4721103,0.001966845,0.221917056,0.16049896,0.198005698,0.065798046,54500,0.099136731,0.073521127,0.009271523
4721205,0.000166806,0.263707572,0.100452034,0.034938621,0.089604344,67323,0.052655608,0.043097527,0.005341473
4721206,0.000558191,0.221831975,0.117966436,0.074346952,0.093637021,76209,0.056021651,0.022528865,0.004490501
4721303,0.001176471,0.320963542,0.113595707,0.032745592,0.122370937,99961,0.051375539,0.125882353,0.031438936
4721305,0.001067806,0.294346717,0.164478231,0.190552017,0.111762407,81053,0.041516245,0.060470949,0.027069439
4721306,0.001057781,0.259550723,0.123413258,0.133365201,0.09280656,71146,0.049637155,0.042251656,0
4721600,0.001024197,0.30070269,0.086601307,0.173228346,0.130540166,64463,0.083241116,0.090897452,0.013200143
4720500,0.008976661,0.255625106,0.138534451,0.348792271,0.091807328,45177,0.165077036,0.136549925,0.019056261
