income
55033
65313
43919
41976
55224
43083
16964
28750
31583
22208
14844
20298
26422
23343
16996
20938
27768
31743
28112
26102
27882
38915
44196
31346
26292
23078
21548
25384
25094
27371
35811
42011
71729
71319
56042
72790
56717
54600
74365
51458
41116
66338
56450
53902
52356
76788
50183
37652
44701
38696
36607
58839
23125
27948
20227
15833
16654
29038
35902
32569
65753
42794
68417
59554
56302
47339
54018
71047
62365
84135
60244
60051
57500
54748
55813
46541
64421
43227
40496
65074
51566
51985
39112
27543
15227
45361
39694
44369
49836
35353
23009
44583
34817
32701
24518
24269
25300
40865
23365
43558
39432
41676
48860
30313
8840
32500
65958
15151
18056
21149
14042
34519
52131
43821
24421
23487
38194
23291
50187
45870
9777
20020
45530
58684
44403
26316
51818
43060
22185
44176
18560
37730
46159
31901
20975
31300
42344
26114
28368
32896
29451
40100
30266
27439
35475
57303
21422
43767
34110
15359
18438
42457
53277
39191
50862
47785
68750
41537
61800
72353
75451
50950
64306
58940
69833
69333
67144
57045
46563
77847
44361
52909
50679
45456
33147
44922
37561
42886
26456
33750
28902
37235
32386
29154
33066
30117
26810
51304
101734
57179
61738
58794
58625
43097
44122
60057
47834
63700
48253
39784
48529
66588
48496
48672
38325
51775
53259
28526
37813
32182
48075
30478
35957
55013
50131
37073
51458
46130
53306
71587
79952
23723
19716
28482
96780
66898
27431
109630
74702
62031
23917
90294
25298
23446
54150
49075
26985
13503
21389
24464
16680
16688
25651
16534
24519
19690
41146
63814
24684
41416
40205
88450
33977
60114
30349
73382
115000
167155
121458
80168
61848
74258
51857
34950
19646
46534
58105
47051
32475
44803
49618
34233
40600
71500
49906
77128
72694
91157
102450
75165
78833
83066
29952
36542
43237
39167
35777
62455
38256
56320
66450
53122
86154
61202
80761
105240
108750
null
27470
63226
35334
48152
60479
45189
55521
36912
33429
38488
53497
36700
30156
27265
52104
48354
37514
47932
37130
44908
22077
51906
65595
59521
29723
74375
69199
57997
51250
117250
82639
63409
41325
38806
49661
31934
26201
57500
82500
30060
43375
72757
33241
37163
36922
42063
38958
46271
55345
56042
53547
16151
51875
28417
56597
87390
22473
34625
39681
50492
37374
86884
27579
31729
29416
36163
54821
22622
30842
26659
21216
29227
63672
30965
30663
31419
30361
35067
25711
26703
23430
23250
27404
24146
21288
20895
33103
48341
24485
86060
17550
29665
26646
36672
40615
26083
59266
34795
72400
null
25114
25987
24794
24160
24447
37708
28504
39375
61592
77317
53681
null
null
28623
40383
30819
15682
65273
13681
63333
null
49189
38580
31593
36410
43796
36128
35250
32500
38971
39880
33730
43525
29722
50297
38161
35183
31338
34352
55000
37857
35814
43205
55581
43333
51352
50101
43750
37358
19975
51943
26659
34458
42674
36176
35746
39982
65443
32434
27282
32547
38185
42304
44511
31742
35976
32481
31673
26265
24371
26349
30469
33098
47994
39567
51924
42222
36964
30653
22647
30202
28067
71163
68782
82330
63243
64867
45347
46039
50443
57917
57411
116964
77625
64052
82031
59744
68194
95750
58698
65093
35119
30680
33258
60595
68690
45032
90375
null
45179
31466
30000
22490
45400
43947
39679
44599
42974
27010
40962
30784
34080
40769
39435
40820
53955
58032
42250
34939
48500
50395
34049
33725
36918
35081
30342
33486
41429
31180
35211
33861
45121
33704
41628
40333
28787
31996
34126
29738
44967
33946
32964
16983
38679
20409
41713
39891
36752
38260
33720
34545
45771
21927
31108
41466
39488
49457
34190
28153
32500
45258
28776
32640
52264
57230
53816
47003
42786
34679
44219
42283
33299
40880
41635
41786
64400
43125
30577
38669
23510
42798
41451
44659
44650
32250
48935
56954
36250
32020
40000
55176
40027
40662
20585
41107
30252
8036
19722
42311
45425
75587
47188
44091
52449
28175
27935
35938
72109
75197
77069
61678
87444
113458
79167
75682
73493
77333
28228
28851
35963
46875
35524
52522
52375
83281
68571
102331
90577
40104
79128
65599
49034
68363
45553
41597
81167
66107
75496
52730
64836
83369
72429
74408
69185
64926
48418
46485
79268
52563
40568
39567
39031
34034
55294
50586
73762
84943
72864
108293
76771
91504
82500
102451
81527
81667
75461
90069
63731
66750
69125
55660
44635
32375
32523
64167
79519
47105
99020
67143
72344
80350
78105
86528
64267
64777
47426
null
64539
71051
40993
93494
91971
99476
61902
72599
73799
73262
36607
40476
49621
63929
41384
46349
34464
41333
46032
36111
38457
43323
27163
37756
46902
31550
49483
45966
45159
49410
55030
45875
40824
51829
49746
50625
58398
30446
22781
52895
16866
38662
45504
37179
30467
59755
63438
60273
34401
58736
37140
54671
54500
67323
76209
99961
81053
71146
64463
45177
82574
43765
34933
39985
50606
43646
40580
81331
62733
51830
59531
40722
73324
40486
65547
48354
26690
63963
36250
63917
26165
63646
60375
55439
56225
39103
46541
43730
62735
66080
59671
49500
82409
57831
31674
50877
69083
19917
47816
44867
54590
12415
85871
54492
47932
85980
58182
39640
43125
83772
79130
51250
21660
26296
37500
67372
80302
47172
17563
18725
53599
39623
44211
81821
132083
48359
39291
59730
49375
37850
43300
38594
34267
28953
25809
35106
51660
47273
34655
39699
17609
40773
31847
31048
40329
27031
26607
42614
22317
29776
26142
31335
30938
31789
32222
46635
34145
58594
58226
38164
42147
40948
24022
34413
31467
22204
40868
87847
51042
103288
59390
66123
94429
106438
81849
42055
36338
47096
46979
89201
79810
47102
155042
101603
41250
42955
45846
24484
86636
183272
100658
59213
69972
107031
38528
32807
41782
35165
30600
31948
56851
31599
29917
32531
29651
28886
36250
33109
34697
45276
26529
41294
41517
31783
31066
32907
33680
42054
48682
47821
31951
44800
44052
32950
39784
91092
115385
80122
75147
110648
24063
47150
52691
66135
47794
85411
53395
28125
41115
43519
32719
45849
53811
53244
91250
91925
87206
106415
105652
56815
104618
70445
62699
40714
30122
31365
72468
116917
64297
152146
48041
61541
58670
64844
78738
84279
55434
28148
55679
87798
100708
99583
140078
26875
38045
55588
76221
72946
155238
25576
36351
48060
62844
45172
56536
54203
62280
54655
72208
24818
37306
39150
45498
23794
37396
46667
29216
44625
37500
54750
58528
47536
37527
31673
22445
69118
42670
101399
100347
107386
114924
61646
40313
53574
33961
39209
62644
35776
36557
35425
40128
40302
32042
32595
52008
27440
47958
43031
53424
48011
54596
76486
77008
53077
24125
27601
36404
37009
43451
41404
40000
45868
51819
50836
92727
55344
86262
47347
34861
63292
62713
62222
39075
36384
56024
44985
54329
26325
42480
46595
38438
63926
149625
80252
104402
93581
154015
104286
53362
83450
62300
38429
43551
30938
26250
52202
43848
50992
43238
96106
51953
83750
87545
83269
64968
50741
46719
101534
83611
43520
70743
53245
41750
36810
37368
41037
81429
73364
126058
110929
123750
59519
44066
31587
40467
53115
56991
43322
37239
46896
85377
28821
47147
46744
53460
78864
69848
47172
34441
42198
30921
35756
35254
46054
44938
41205
34678
45124
51716
39067
42881
50847
43693
61748
48366
31186
39196
33304
22181
46662
39915
28967
29198
29201
31050
49934
49399
53095
49587
41311
48838
37415
57450
62583
32524
32952
51907
54039
52404
42377
58487
45083
46071
42435
34755
31869
35364
36830
50682
48350
34536
28791
32045
37543
33983
30089
24577
35150
49931
36339
44009
63537
56156
52488
59746
47917
57572
33654
37643
36278
33211
40161
28445
42534
38038
21387
33798
29225
34193
34877
43333
36389
47361
40130
36770
43479
34485
30396
43629
41635
36514
27206
38125
38207
34096
37224
38015
33750
28049
34325
39933
23396
19237
19254
25963
37793
64360
33787
40294
39688
38148
32335
43780
46531
57074
46779
56786
41926
38406
32875
33873
26420
54701
44417
64633
46115
39306
40104
40093
46284
50208
47377
46271
53277
74615
31359
38465
36150
37069
31875
51722
37584
30836
26742
39007
43281
44391
38167
40076
43255
37951
42406
36860
41572
55463
39643
36042
45640
75326
52278
55769
50587
46589
50000
80021
63542
75505
48867
52747
44495
45858
50645
44093
47917
45500
41786
47239
44787
62500
41406
48073
40411
24752
24053
44330
33137
30737
36761
42236
48936
50205
52005
40285
39771
20931
13079
34943
30941
23375
34591
44583
26042
38498
35439
30801
27631
21654
26894
44654
50727
29383
30085
38261
35430
26431
29885
50101
55594
50586
47141
39341
36458
33493
41070
40640
54881
43125
41970
22946
88269
25119
31633
59966
30810
27583
62679
38220
33125
51389
31430
27132
29087
30842
58047
55333
63675
71250
60118
61176
57364
56176
55625
31236
31527
65781
58750
22692
54662
79432
51678
46156
26583
49229
59611
71775
15149
12362
42871
35675
26126
27696
26267
42035
40684
45988
24968
49125
29299
